,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary,Date_published
2152,Ultimately,Rainbowboiimarcellus,19257757,09 Dec 2019,Explicit,M/M,"Rape/Non-Con, Underage",Work in Progress,English,"9,006",4,11,158,28,2601,"Rape/Non-Con, Underage, Draco Malfoy/ Harry Potter, Draco Malfoy, Harry Potter, Severus Snape, Vernon Dursley, Petunia Evans Dursley, Dudley Dursley, Goblins (Harry Potter), Trans Male Character, Sexual Abuse, Abused Harry Potter, This fic will hurt your feelings, Sane Tom Riddle, Creature Harry Potter, Harry Potter Needs a Hug, tw: physical abuse, Its pretty rough but I'm determined to make the ending happy, Magically Powerful Harry Potter, Powerful Draco Malfoy","\n      One October night, the wizarding world heralded the end of Voldemort\'s reign of terror. In hushed voices they raised their glasses,""To Lilac Potter, the-girl-who-lived!"" Unfortunately for them, nothing is ever as it seems and Lilac wasn\'t really ""Lilac"" after all. Does a flower by any other name still smell as sweet? Title taken from the song of the same name by khai dreams\n",2019-06-17
2153,Survivors of War,leafpool310,20931743,09 Dec 2019,Teen And Up Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,565",2,1,18,3,271,"Creator Chose Not To Use Archive Warnings, Ron Weasley, Harry Potter, Hermione Granger, Draco Malfoy, Lavender Brown, Dennis Creevey, George Weasley, Andromeda Black Tonks, Cho Chang, Gregory Goyle, Minerva McGonagall, Dean Thomas, Luna Lovegood, Horace Slughorn, Amos Diggory, Molly Weasley, PTSD, after the war, Moving On, Mentions of Suicide","\n      The war ended for the wizarding world as a whole, but not the individuals.\n",2019-10-07
2154,Don\'t Ruin This On Me,Remy_Writes5,21727633,09 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"3,994",1,14,584,73,8933,"No Archive Warnings Apply, Sirius Black/Remus Lupin, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Original Female Character(s), Marauders, Hogwarts, Summer, Fluff, Humor, Getting Together, Friends to Lovers, Sharing a Bed, Jealousy, Possessive Behavior, First Time, Hand Jobs, Frottage, Bed & Breakfast",\n      Remus thought he\'d have a nice summer working for his Aunt at her bed and breakfast. Of course his friends wouldn\'t make it that easy for him.\n,2019-12-09
2155,"Against All Odds, We Found Each Other Again",orphan_account,21411064,09 Dec 2019,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"48,363",16,324,840,178,19356,"Creator Chose Not To Use Archive Warnings, Remus Lupin/Severus Snape, Severus Snape, Remus Lupin, Harry Potter, Ron Weasley, Hermione Granger, Draco Malfoy, Albus Dumbledore, Minerva McGonagall, Harry Potter Characters, Top Remus Lupin, Bottom Severus Snape, Fluff, Mpreg, Good Severus Snape, Werewolf Remus Lupin, Protective Remus Lupin, Happy Ending, Secret Relationship, Alternate Universe, Alternate Universe - Canon Divergence, Severus Snape Lives, Pregnant Severus Snape, Good Lucius Malfoy, Minor Violence","\n      Severus wasn\'t sure what to expect when Remus Lupin accepted the DADA position at Hogwarts, but it wasn\'t this. As much as he hates to admit it, the school boy attraction he has for the werewolf, is still very much there. Remus had lost hope that he would ever be with Severus, but a certain turn of events has thrust the two men together in what could only be described as fate. But when the demons of Severus\' past come back up, can they keep their relationship a secret, and can they protect their unborn child from the clutches of the Death Eaters?\n",2019-11-12
2156,Ghostly Business,wynnebat,21727216,08 Dec 2019,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,752,1,9,402,31,3690,"No Archive Warnings Apply, Hermione Granger & Harry Potter & Ron Weasley, Sirius Black & Harry Potter, Harry Potter, Ron Weasley, Hermione Granger, Post-Canon, HP: EWE, Alternate Universe - Everyone Lives/Nobody Dies, Fluff and Humor, Sirius Black Lives, Friendship, Ghosts","\n      ""I\'m not opening that,"" Harry says to the group of owls who drop a distinctively shaped package onto the kitchen table.\n",2019-12-09
2157,Snowed in,Kaarina_Riddle,21727018,09 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,779,1,7,24,1,584,"Creator Chose Not To Use Archive Warnings, Pansy Parkinson/Percy Weasley, Pansy Parkinson, Percy Weasley, Harry Potter, Arthur Weasley, Secret Santa, snowed in at the office, Alternate Universe, Smut, Lemons, Secret Santa Exchange, Merry Christmas","\n      Pansy and Percy are snowed in at the office, what will happen when temperatures drop?\n",2019-12-09
2158,Slithering Companion,LunasWufei,21726856,09 Dec 2019,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"10,827",1,8,193,29,1652,"No Archive Warnings Apply, Harry Potter, Rubeus Hagrid, Luci (OC), Albus Dumbledore, Draco Malfoy",,2019-12-09
2159,Molly\'s Magical Confections,LunasWufei,21726514,08 Dec 2019,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,173",1,11,157,22,1480,"No Archive Warnings Apply, Molly Weasley, Narcissa Black Malfoy, Lucius Malfoy, Harry Potter",,2019-12-09
2160,Animal Eyes,Lomonaaeren,16617614,09 Dec 2019,Mature,Gen,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",Work in Progress,English,"6,641",2,90,1785,156,19861,"Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence, Minerva McGonagall & Harry Potter, James Potter/Lily Evans Potter, Harry Potter, Minerva McGonagall, Original Non-Human Character(s), Angst, Alternate Universe - Canon Divergence, Transfiguration, Amoral Harry","\n      One-shot sequels to The Art of Self-Fashioning. They show Harry, Minerva, and others after that fic ends.\n",2018-11-14
2161,To Teach A Lesson,allthingsmagical,21725512,09 Dec 2019,Teen And Up Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"4,584",1,4,447,60,6849,"Creator Chose Not To Use Archive Warnings, Harry Potter/Severus Snape, Draco Malfoy/Charlie Weasley, Harry Potter, Severus Snape, Draco Malfoy, Charlie Weasley, Hermione Granger, Ron Weasley, Molly Weasley, Fred Weasley, George Weasley, Remus Lupin, Sirius Black, Mpreg, Post-War, Bickering, Thief Harry, Humor, Light Angst, Romance, Happy Ending",\n      When Severus finds out someone has been stealing from his stores in Grimmauld he works out what potion they are making and sets out to teach the thief a lesson having no idea that the plan will backfire on him\n,2019-12-09
2162,The fire\'s out but still it burns,furious_hope,21725926,09 Dec 2019,Mature,F/F,Major Character Death,Complete Work,English,555,1,0,1,0,55,"Major Character Death, Emmeline Vance & Original Female Character, Emmeline Vance/Original Female Character(s), Emmeline Vance, Original Female Character(s), Grief/Mourning, Death",\n      Emmeline Vance mourns.\n,2019-12-09
2163,Perfection [Discontinued],Chai_Lance,21406708,08 Dec 2019,Explicit,F/M,"Choose Not To Use Archive Warnings, Underage",Work in Progress,English,"19,503",2,15,79,20,4893,"Creator Chose Not To Use Archive Warnings, Underage, Draco Malfoy/Harry Potter, Draco Malfoy & Harry Potter, Hermione Granger/Ron Weasley, Lucius Malfoy/Narcissa Black Malfoy, Lily Evans Potter/Severus Snape, Draco Malfoy, Harry Potter, Harry Potter Characters, Narcissa Black Malfoy, Lucius Malfoy, Lily Evans Potter, Severus Snape, James Potter, Hermione Granger, Ron Weasley, George Weasley, Fred Weasley, Pansy Parkinson, Astoria Greengrass, Ginny Weasley, Alternate Universe, Alternate Universe - Modern Setting, Alternate Universe - Non-Magical, Alternate Universe - No Voldemort, Slytherin Harry Potter, Harry Potter is a Little Shit, Harry Potter is a Good Boyfriend, Ravenclaw Hermione Granger, Party, Party Crashing, References to Depression, Body Worship, Body Image, Fluff and Angst, Tooth-Rotting Fluff, Porn With Plot, Porn, Female Draco Malfoy, Blow Jobs, Touch-Starved, Implied/Referenced Child Abuse, Emotional/Psychological Abuse, Smoking, Drinking, Minor Drug Use","\n      Stand straight, slouching is improper.Don\'t smile, it can cause wrinkles.Never rest your elbows on the table.Don\'t do anything at all that can ruin you.Don\'t give people rumors about you unless they benefit.That can ruin your family\'s name.Be perfection.Fall in love?Impossible. You are built for the benefit, not for attachment.\n",2019-12-08
2164,Enchanted,Rlybro,21725077,08 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"3,932",1,8,128,8,1125,"No Archive Warnings Apply, Scorpius Malfoy/Albus Severus Potter, Rose Weasley, James Potter, Ginny Weasley, Harry Potter, Ron Weasley, Christmas, Enchanted Mistletoe, i wrote this instead of sleeping bc i felt guilty, Crack","\n      There are enchanted mistletoe hanging all around Hogwarts. The (un)lucky pair is cursed to stick to each other\'s side until a kiss lifts the spell. Of course, Albus would use this as a coping mechanism to deal with his crush on Scorpius instead of confessing like a normal person. ----Birthday fic for Valerie.A.R.K\n",2019-12-08
2165,Did you love but never learn?,furious_hope,21724921,08 Dec 2019,Teen And Up Audiences,M/M,Underage,Complete Work,English,245,1,0,5,0,91,"Underage, Sirius Black/Remus Lupin, Remus Lupin, Sirius Black, First War with Voldemort, Hogwarts",\n      Remus thinks about the future.\n,2019-12-09
2166,Did you lose what won\'t return?,furious_hope,21724894,08 Dec 2019,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,708,1,0,2,0,40,"No Archive Warnings Apply, Alice Longbottom, mention of Alice/Frank, Order of the Phoenix (Harry Potter)","\n      Early on, Alice reflects on intangible losses.\n",2019-12-09
2167,The Fine Art of Escape,professionalzukoapologist,21398239,08 Dec 2019,Not Rated,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"11,261",6,2,17,1,325,"No Archive Warnings Apply, James Potter/Lily Evans Potter, Sirius Black/Remus Lupin, James Potter & Lily Evans Potter, James Potter, Sirius Black, Remus Lupin, Peter Pettigrew, Lily Evans Potter, Hogwarts Express Trolley Witch, Severus Snape, it's another marauders adventure fellas, hogwarts train fic, i really effing love trains guys but i'm not super intense about it in this fic i promise, also i hate snape so if you like snape gtfo, it's slow burn babey!, but also it's a lot of friendship and adventure and that's the theme, i just want my babies to be happy, Hogwarts, Friendship, Love, Adventure, also eventually there's a scene where peter kisses someone, So Sorry about that, but it WAS relevant for the plot so, we're just all gonna have to get through it together","\n      ""Sirius Black and his cronies have tried- ALL HAVE FAILED."" This is the story of the seven times the Marauders tried to escape the Hogwarts Express- and their misadventures along the way.\n",2019-11-11
2168,Past Curfew,Storagethoughts85,21724426,08 Dec 2019,Mature,F/F,No Archive Warnings Apply,Complete Work,English,"1,392",1,1,105,16,5708,"No Archive Warnings Apply, Hermione Granger/Pansy Parkinson, Pansy Parkinson, Hermione Granger, Dare gone wrong or right, Night Duty, Futanari, gxg, Futa on Girl","\n      Hermione is on night watch when it seems nothing would happen, a person proves her wrong, running in the halls with nothing but her undergarments and a crowd laughing behind her, the two coiled and things happen beyond that point.\n",2019-12-08
2169,"Normal, What\'s that?",Nyghtmyst,20651393,08 Dec 2019,Teen And Up Audiences,"F/F, F/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"1,986",2,8,138,24,9140,"Creator Chose Not To Use Archive Warnings, Fleur Delacour/Hermione Granger/Harry Potter, Fleur Delacour/Hermione Granger, Hermione Granger/Harry Potter, Fleur Delacour/Harry Potter, Fleur Delacour, Hermione Granger, Harry Potter","\n      Hermione should have known better, she was the researcher of the three and friends with one of them since she was eleven. Normal wasn\'t something that ran along the Potter line and apparently she could add the Delacour line to that as well.\n",2019-09-15
2170,Just A Drink,Charlie9646,21724384,08 Dec 2019,Mature,"F/F, F/M, M/M",No Archive Warnings Apply,Complete Work,English,"1,456",1,8,11,2,548,"No Archive Warnings Apply, Theodore Nott/Hermione Granger, Draco Malfoy/Ginny Weasley, Severus Snape, Pansy Parkinson, Luna Lovegood, Blaise Zabini, Harry Potter, Ron Weasley, Astoria Greengrass, Drinking, Spiked eggnog, Potion spiked thing, eighth year au, PTSD, Mental Illness, Mental Instability, Kissing","\n      \xe2\x80\x9dJust a drink\xe2\x80\x9d isn\'t always just a drink. More so if some meddling dead headmaster decides to share ideas with a Ravenclaw.Theo is drowning, but doesn\'t feel the need to share it without anyone. A little know it all disagrees with that.\n",2019-12-08
2171,The Waxing Phase,svelkie,21724300,08 Dec 2019,Mature,F/F,No Archive Warnings Apply,Work in Progress,English,115,1,0,12,1,345,"No Archive Warnings Apply, Luna Lovegood/Ginny Weasley, Pandora Lovegood/Xenophilius Lovegood, Luna Lovegood & Ginny Weasley, Luna Lovegood/Padma Patil, Luna Lovegood - Relationship, Luna Lovegood, Ginny Weasley, Xenophilius Lovegood, Molly Weasley, Padma Patil, Harry Potter, Hermione Granger, Charlie Weasley, Pandora Lovegood, POV Luna Lovegood, Lesbian Luna Lovegood, Anorexia, Bulimia, Eating Disorder Not Otherwise Specified, Recovery, Eating Disorder Recovery, St Mungo's Hospital, Mother-Daughter Relationship, Father-Daughter Relationship, Sick Character, Friends to Lovers, Supportive Relationship, Albino Luna Lovegood, Albinism, Coming of Age, Bisexual Ginny Weasley, Ginny Weasley is a Good Friend, Slow Burn","\n      Luna\'s eating disorder is disrupting her life and self, but not even she realizes how deeply until she is scared into committing to recovery\xe2\x80\x94which is somehow even harder. Without her disorder, Luna doesn\'t know who she is anymore and some repressed memories begin to surface... but Ginny is there for her every step of the way. When term ends and Ginny comes to spend the summer at the Lovegood House, Luna realizes she doesn\'t have to go through this alone... and she\'s going to be okay. Recovery might be harder, but at least she\'s on the other side. At last, Luna Lovegood is done shrinking.\n",2019-12-08
2172,Shed Your Skin,inkedmind1994,21201821,08 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"5,528",3,3,41,3,1024,"Creator Chose Not To Use Archive Warnings, Sirius Black/Original Female Character(s), Remus Lupin, Sirius Black, Severus Snape, Lucius Malfoy, James Potter","\n      Sirius isn\'t the boy for Estelle. He was the farthest thing away from acceptable company for a Ravenclaw desperate to keep her head down. Struggling with her exam, she was happy to let her friends fawn over the rebellious Black, that is until she finds herself forming a strange bond with Remus Lupin and by association the Marauders. Too bad they couldn\'t keep their noses out of other people\'s business.\n",2019-10-27
